LOC_ID,LOC_NAME,AUSPICE,STR_NO,STREET,UNIT,PCODE,ward,PHONE,bldg_type,bldgname,IGSPACE,TGSPACE,PGSPACE,KGSPACE,SGSPACE,TOTSPACE,SUBSIDY,GC_GEOID,LONGITUDE,LATITUDE,run_date
1833,University Settlement Day Care Centre,Non Profit Agency,23,GRANGE RD,,M5T 1C3,20,416-598-3444x246,Community/Recreation Centre,University Settlement Recreation Centre,10,20,24,0,0,54,Y,14208804,-79.39147427,43.65205191,17-Sep-18
1835,George Brown - Casa Loma Child Care Centre,Non Profit Agency,160,KENDAL AVE,,M5R 1M3,21,416-415-5000x4616,Community College/University,Casa Loma Campus,10,15,32,0,0,57,Y,7994619,-79.41104866,43.67602093,17-Sep-18
1837,Ancaster Early Learning & Child Care Centre,Public (City Operated) Agency,45,ANCASTER RD,,M3K 1S7,9,416-397-1267,Other,,10,10,20,0,0,40,Y,482523,-79.46601442,43.73303442,17-Sep-18
1838,Rawlinson Early Learning & Child Care Centre,Public (City Operated) Agency,40,EARNSCLIFFE RD,,M6E 1J5,17,416-392-5068,Public Elementary School,Rawlinson Community School,10,20,24,0,0,54,Y,13967930,-79.44016379,43.68333039,17-Sep-18
1839,Alexandra Park Early Learning & Child Care Centre,Public (City Operated) Agency,75,AUGUSTA SQ,,M5T 2K5,20,416-392-5515,Low Rise Apartment,,10,10,16,0,0,36,Y,14194946,-79.39999653,43.65012601,17-Sep-18
1840,Berner Trail Early Learning & Child Care Centre,Public (City Operated) Agency,120,BERNER TRAIL,,M1B 1B3,42,416-392-6273,Public Elementary School,Berner Trail Public School,10,20,24,26,0,80,Y,307348,-79.22135576,43.80157071,17-Sep-18
1841,Bay Mills Early Learning & Child Care Centre,Public (City Operated) Agency,365,BAY MILLS BLVD,,M1T 2G5,40,416-392-2294,High Rise Apartment,Apartment Building,0,10,16,0,0,26,Y,305018,-79.30084246,43.78124037,17-Sep-18
1842,Brahms Early Learning & Child Care Centre,Public (City Operated) Agency,5,BRAHMS AVE,,M2H 1H2,24,416-392-6262,High Rise Apartment,,6,10,16,0,0,32,Y,20005804,-79.3578377,43.79272821,17-Sep-18
1843,Willowridge Early Learning & Child Care Centre,Public (City Operated) Agency,30,EARLDOWN DR,,M9R 2L3,4,416-392-5086,Purpose Built,,0,10,32,12,30,84,Y,12544632,-79.57061344,43.67601571,17-Sep-18
1845,Greenholme Satellite Early Learning & Child Care Centre,Public (City Operated) Agency,10,JAMESTOWN CRES,,M9V 3M5,1,416-392-5083,Public Elementary School,Greenholme Public School,0,0,0,0,20,20,Y,9178016,-79.58291142,43.73508012,17-Sep-18
1847,Blake Street Early Learning & Child Care Centre,Public (City Operated) Agency,84,BLAKE ST,,M4J 3C9,30,416-392-5055,Community/Recreation Centre,Eastview Neighbourhood Community Centre,10,20,24,0,0,54,Y,13967924,-79.33978663,43.67479538,17-Sep-18
1848,Rowntree Early Learning & Child Care Centre,Public (City Operated) Agency,2765,ISLINGTON AVE,,M9V 5C2,1,416-392-5089,High Rise Apartment,,10,10,16,0,0,36,Y,10985652,-79.56699138,43.74357491,17-Sep-18
1850,Gilder Early Learning & Child Care Centre,Public (City Operated) Agency,31,GILDER DR,,M1K 4P8,37,416-392-5696,High Rise Apartment,,0,10,24,0,0,34,Y,2917704,-79.25631648,43.7362637,17-Sep-18
1851,Edgeley Early Learning & Child Care Centre,Public (City Operated) Agency,405,DRIFTWOOD AVE,,M3N 2P6,8,416-392-6271,Purpose Built,,10,15,32,0,0,57,Y,13970510,-79.51607055,43.76717478,17-Sep-18
1852,Emery Early Learning & Child Care Centre,Public (City Operated) Agency,3395,WESTON RD,,M9M 2V9,7,416-392-3370,Public High School,Emery Collegiate Institute,10,10,16,0,0,36,Y,574355,-79.53955698,43.74872271,17-Sep-18
1853,Taylor Creek Early Learning & Child Care Centre,Public (City Operated) Agency,644,WARDEN AVE,,M1L 3Z3,35,416-392-5042,Public Elementary School,Warden Avenue Junior Public School,10,10,16,26,30,92,Y,395722,-79.27729094,43.70004636,17-Sep-18
1854,Thomas Berry Early Learning & Child Care Centre,Public (City Operated) Agency,3495,LAKE SHORE BLVD W,,M8W 1N5,6,416-392-5080,Public School (Closed),Old James S. Bell Public School (Closed),10,20,32,13,15,90,Y,9109212,-79.53082625,43.59433786,17-Sep-18
1855,Galloway Early Learning & Child Care Centre,Public (City Operated) Agency,4299,KINGSTON RD,,M1E 2M9,43,416-392-5229,High Rise Apartment,,10,10,16,0,0,36,Y,12786480,-79.19364974,43.76234889,17-Sep-18
1857,Falstaff Early Learning & Child Care Centre,Public (City Operated) Agency,10,FALSTAFF AVE,,M6L 2C7,12,416-392-5688,Purpose Built,,16,25,32,0,0,73,Y,8855191,-79.50667215,43.71609301,17-Sep-18
1858,Canadiana Court Early Learning & Child Care Centre,Public (City Operated) Agency,20,GORDONRIDGE PL,,M1K 4H5,35,416-392-5698,Community/Recreation Centre,Gordonridge Community Centre,10,10,16,0,0,36,Y,6674316,-79.25228147,43.72712344,17-Sep-18
1859,Parkside Early Learning & Child Care Centre,Public (City Operated) Agency,401,CEDARVALE AVE,,M4C 4K7,31,416-392-2257,Public Elementary School,Parkside Public School,0,0,0,26,15,41,Y,6427685,-79.31648307,43.69985449,17-Sep-18
1860,Centenary Seven Oaks  Early Learning & Child Care Centre,Public (City Operated) Agency,9,NEILSON RD,,M1E 5E1,43,416-392-4750,Purpose Built,Seven Oaks Home For The Aged,10,15,24,0,0,49,Y,367187,-79.2035789,43.78164671,17-Sep-18
1861,Mount Dennis Early Learning & Child Care Centre,Public (City Operated) Agency,1296,WESTON RD,2ND FLOOR,M6M 4R3,11,416-392-5686,Purpose Built,,10,10,16,0,0,36,Y,76638,-79.49606227,43.68906574,17-Sep-18
1863,Kipling Early Learning & Child Care Centre,Public (City Operated) Agency,2233,KIPLING AVE,,M9W 4L3,2,416-397-9961,Other,Kipling Acres Home For The Aged,10,10,16,0,0,36,Y,6052169,-79.57188977,43.72512809,17-Sep-18
1866,Firgrove Early Learning & Child Care Centre,Public (City Operated) Agency,4,CANE GRASSWAY,,M3N 2W8,7,416-392-5683,Other,,10,20,16,0,0,46,Y,6261368,-79.51697635,43.75258379,17-Sep-18
1869,Flemingdon Early Learning & Child Care Centre,Public (City Operated) Agency,29,ST DENNIS DR,,M3C 3J3,26,416-392-3170,Community/Recreation Centre,Dennis R Timbrell Resource Centre,10,10,32,0,0,52,Y,8885841,-79.33169059,43.71794928,17-Sep-18
1870,Regent Park Early Learning & Child Care Centre,Public (City Operated) Agency,40,REGENT ST,,M5A 3N7,28,416-392-5513,Purpose Built,,20,20,0,0,0,40,Y,30009806,-79.36429518,43.65864794,17-Sep-18
1871,Northminster Early Learning & Child Care Centre,Public (City Operated) Agency,255,FINCH AVE W,,M2R 1M8,23,416-392-5690,Place of Worship,Northminster United Church,0,10,16,20,30,76,Y,11129601,-79.43759188,43.77441543,17-Sep-18
1873,Shoreham Satellite Early Learning & Child Care Centre,Public (City Operated) Agency,31,SHOREHAM DR,,M3N 2S6,8,416-392-8599,Public Elementary School,Shoreham Public School,0,0,0,20,30,50,Y,13969058,-79.51738796,43.76879955,17-Sep-18
1874,O'Connor Satellite Early Learning & Child Care Centre,Public (City Operated) Agency,1665,O CONNOR DR,,M4A 1W5,34,416-392-5632,Public Elementary School,O'Connor Public School,0,0,24,20,30,74,Y,8609165,-79.30415535,43.71651592,17-Sep-18
1875,O'Connor Early Learning & Child Care Centre,Public (City Operated) Agency,1386,VICTORIA PARK AVE,,M4A 2L8,34,416-392-6545,Community/Recreation Centre,O'Connor Community Centre,10,20,16,0,0,46,Y,6686423,-79.3018562,43.7176677,17-Sep-18
1876,Glen Road Early Learning & Child Care Centre,Public (City Operated) Agency,443,BLOOR ST E,,M4W 1J1,28,416-392-5059,Other,Fire Station,0,0,16,0,25,41,Y,14120200,-79.37504072,43.67217798,17-Sep-18
1878,Blacksmith Child Care Centre,Non Profit Agency,45,BLACKSMITH CRES,,M3N 1V5,8,416-665-3839,Public Elementary School,Blacksmith Public School,0,10,24,26,30,90,Y,490154,-79.52681069,43.77116395,17-Sep-18
1882,Stilecroft Superkids,Non Profit Agency,50,STILECROFT DR,,M3J 1A7,9,416-638-0352,Public Elementary School,Stilecroft Public School,0,10,24,26,15,75,Y,7522835,-79.49320837,43.75106442,17-Sep-18
1885,Woodbine Early Learning & Child Care Centre,Public (City Operated) Agency,700,MILVERTON BLVD,,M4C 1X9,31,416-392-2257,Place of Worship,Church Of The Resurrection,10,10,24,0,0,44,Y,843418,-79.3148026,43.68897749,17-Sep-18
1887,Davenport Perth Early Learning & Child Care Centre,Public (City Operated) Agency,1900,DAVENPORT RD,,M6N 1B7,17,416-392-5066,Community/Recreation Centre,Davenport Perth Community Centre,10,10,16,0,0,36,Y,2216185,-79.45486185,43.6709286,17-Sep-18
1888,Coxwell Early Learning & Child Care Centre,Public (City Operated) Agency,1631,QUEEN ST E,,M4L 1G4,32,416-392-5076,HUMSRV,Toronto Employment And Social Services-Toronto East Office,0,10,24,0,0,34,Y,856013,-79.31558008,43.6663093,17-Sep-18
1889,Jesse Ketchum Early Learning & Child Care Centre,Public (City Operated) Agency,7,BERRYMAN ST,,M5R 1M7,27,416-392-5061,Public Elementary School,Jesse Ketchum Public School,10,20,24,0,60,114,Y,7979603,-79.39160213,43.67361337,17-Sep-18
1890,Danforth Early Learning & Child Care Centre,Public (City Operated) Agency,1125,DANFORTH AVE,,M4J 1M5,30,416-392-5070,Purpose Built,Danforth Child Care Centre,20,20,24,0,0,64,Y,8066596,-79.33381537,43.68085017,17-Sep-18
1891,Church Street School Day Care Service Inc.,Non Profit Agency,83,ALEXANDER ST,,M4Y 1B7,27,416-925-1197,Public Elementary School,Church Street Public School,0,10,16,40,75,141,Y,762114,-79.3791814,43.66361701,17-Sep-18
1893,Christian Community Centre Day Care/The Yonge Street Mission,Non Profit Agency,270,GERRARD ST E,,M5A 2G4,28,416-355-3574,Community/Recreation Centre,Christian Community Centre,10,15,40,0,0,65,Y,4014969,-79.36834145,43.66237135,17-Sep-18
1895,North York Jr Ymca,Non Profit Agency,567,SHEPPARD AVE E,,M2K 1B2,24,416-225-7773x440,Community/Recreation Centre,North York Ymca,0,30,40,0,0,70,Y,561844,-79.38677929,43.76588284,17-Sep-18
1896,West End Jr Ymca,Non Profit Agency,931,COLLEGE ST,,M6H 1A1,19,416-536-1166x440,Community/Recreation Centre,West End Ymca,0,25,40,0,30,95,Y,10576726,-79.42589088,43.65346513,17-Sep-18
1898,Ymca Child Development Centre (Ymca),Non Profit Agency,15,BREADALBANE ST,,M4Y 1C2,27,416-513-1164,Community/Recreation Centre,Toronto Central Ymca,10,30,56,26,30,152,Y,7762681,-79.38484478,43.66363153,17-Sep-18
1900,Second Street School Age Ymca,Non Profit Agency,71,SECOND ST,,M8V 2X4,6,416-252-8544,Public Elementary School,Second Street School,0,0,0,52,60,112,Y,7389731,-79.49976953,43.60367699,17-Sep-18
1901,Lamp Jr Ymca,Non Profit Agency,185,FIFTH ST,,M8V 2Z5,6,416-252-8544,Community/Recreation Centre,Lamp Community Centre,0,15,32,0,0,47,Y,1001336,-79.50343393,43.6035733,17-Sep-18
1902,University City Jr Ymca,Non Profit Agency,453,SENTINEL RD,,M3J 2T6,8,416-661-2329,Community/Recreation Centre,University City Ymca,10,15,32,0,0,57,Y,10071090,-79.49944865,43.76257121,17-Sep-18
1907,St. Gabriel's Jr Ymca,Non Profit Agency,396,SPRING GARDEN AVE,,M2N 3H5,23,416-221-5000,Catholic Elementary School,St. Gabriel's Separate School,0,0,8,13,30,51,Y,564348,-79.39134463,43.7693665,17-Sep-18
1909,Cougar Court Child Care Centre 15,Commercial Agency,3225,EGLINTON AVE E,109,M1J 2H7,36,416-267-0366,Other,,30,55,64,0,0,149,Y,8930394,-79.21618361,43.74342485,17-Sep-18
1911,Lynngate Jr Ymca,Non Profit Agency,129,CASS AVE,,M1T 2B5,40,416-293-3020,Public Elementary School,Lynngate Jr Public School,0,10,24,26,30,90,Y,316950,-79.30071954,43.77647762,17-Sep-18
1912,Bridlewood Jr Ymca,Non Profit Agency,60,BRIDLEWOOD BLVD,,M1T 1P7,40,416-492-3364,Public Elementary School,Bridlewood Public School,0,0,24,26,45,95,Y,312084,-79.31509861,43.78080488,17-Sep-18
1913,Maryvale Jr Ymca,Non Profit Agency,1325,PHARMACY AVE,,M1R 2J1,37,416-447-8115,Public Elementary School,Maryvale Public School,0,10,24,26,30,90,Y,2820814,-79.30791479,43.75467972,17-Sep-18
1914,David Lewis Jr Ymca,Non Profit Agency,130,FUNDY BAY BLVD,,M1W 3G1,39,416-490-1624,Public Elementary School,David Lewis Public School,0,0,32,52,45,129,Y,3073655,-79.31788929,43.80920532,17-Sep-18
1915,High Park Jr Ymca,Non Profit Agency,2665,DUNDAS ST W,,M6P 1Y1,14,416-763-1195,Community/Recreation Centre,,0,10,32,0,0,42,Y,12189731,-79.45947525,43.66453348,17-Sep-18
1918,Wellesworth School Age Ymca,Non Profit Agency,225,WELLESWORTH DR,,M9C 4S5,3,647-281-4410,Public Elementary School,Wellesworth Public School,0,0,0,13,15,28,Y,1042829,-79.57672204,43.65664592,17-Sep-18
1919,Wedgewood School Age Ymca,Non Profit Agency,5,SWAN AVE,,M9B 1V1,5,647-281-4410,Public Elementary School,Wedgewood Public School,0,0,0,52,90,142,Y,9531172,-79.5462562,43.64532552,17-Sep-18
1926,Derrydown School Age Ymca,Non Profit Agency,120,DERRYDOWN RD,,M3J 1R7,8,416-661-2329,Public Elementary School,Derrydown Public School,0,0,0,26,60,86,Y,507241,-79.49371346,43.75869853,17-Sep-18
1927,Holy Spirit Jr Ymca,Non Profit Agency,3530,SHEPPARD AVE E,,M1T 3K7,40,416-913-0958,Catholic Elementary School,Holy Spirit Separate School,0,0,24,26,30,80,Y,6292601,-79.30309947,43.78121636,17-Sep-18
1928,Pauline Johnson School Age Ymca,Non Profit Agency,35,DUNMURRAY BLVD,,M1T 2K2,40,416-913-0958,Public Elementary School,Pauline Johnson Junior Public School,0,0,0,26,30,56,Y,329105,-79.30357451,43.78513847,17-Sep-18
1929,Glamorgan School Age Ymca,Non Profit Agency,51,ANTRIM CRES,,M1P 4N4,40,647-438-7124,Public Elementary School,Glamorgan Public School,0,0,0,26,57,83,Y,302317,-79.28955704,43.77130892,17-Sep-18
1931,Secord School Age Ymca,Non Profit Agency,91,BARRINGTON AVE,,M4C 4Y9,31,416-421-8101,City owned Community/Recreation Centre,Secord Community Centre,0,0,0,0,30,30,Y,6427766,-79.30156807,43.6917721,17-Sep-18
1934,William G. Miller School Age Ymca,Non Profit Agency,60,BENNETT RD,,M1E 3Y3,44,416-724-1925,Public Elementary School,William G. Miller Junior Public School,0,0,0,26,45,71,Y,30032611,-79.16503401,43.76851356,17-Sep-18
1935,McGregor Jr Ymca,Non Profit Agency,555,MORTIMER AVE,,M4J 2G9,29,416-463-2976,Public Elementary School,McGregor Public School,0,0,38,104,135,277,Y,29703,-79.32713574,43.68999526,17-Sep-18
1937,Chester Jr Ymca,Non Profit Agency,115,GOWAN AVE,,M4K 2E4,29,416-421-8101,Public Elementary School,Chester Public School,0,10,24,52,75,161,Y,3232917,-79.35171321,43.68761097,17-Sep-18
1938,William Burgess Jr Ymca,Non Profit Agency,100,TORRENS AVE,,M4J 2P5,29,416-423-5518,Public Elementary School,William Burgess Public School,0,10,24,52,60,146,Y,35916,-79.34815773,43.69192773,17-Sep-18
1939,Albion Heights School Age Ymca,Non Profit Agency,45,LYNMONT RD,,M9V 3W9,1,416-744-4265,Public Elementary School,Albion Heights Public School,0,0,0,0,30,30,Y,10133520,-79.5943155,43.73138826,17-Sep-18
1941,Humbercrest School Age Ymca,Non Profit Agency,14,ST MARKS RD,,M6S 2H7,13,416-769-6715,Public Elementary School,Humbercrest Junior Senior Public School,0,0,0,65,120,185,Y,74152,-79.49105864,43.66046123,17-Sep-18
1942,Brian Drive School Age Program (Ymca),Non Profit Agency,95,BRIAN DR,,M2J 3Y6,33,416-493-3008,Public Elementary School,Brian Public School,0,0,0,0,75,75,Y,11467213,-79.33180984,43.78172813,17-Sep-18
1943,Crestview School Age Program Ymca,Non Profit Agency,101,SENECA HILL DR,,M2J 2W3,33,416-221-5000,Public Elementary School,Crestview Public School,0,0,0,26,30,56,Y,560542,-79.35984984,43.78844079,17-Sep-18
1951,Knob Hill School Age Ymca,Non Profit Agency,25,SEMINOLE AVE,,M1J 1M8,38,416-296-9907,Public Elementary School,Knob Hill Public School,0,0,0,0,30,30,Y,384283,-79.24978823,43.74530089,17-Sep-18
1952,Hunter's Glen  School Age Ymca,Non Profit Agency,16,HAILEYBURY DR,,M1K 4X5,37,416-296-9907,Public Elementary School,Hunter's Glen Junior Public School,0,0,0,0,30,30,Y,341682,-79.26012519,43.74572086,17-Sep-18
1956,Brimwood School Age Ymca,Non Profit Agency,151,BRIMWOOD BLVD,,M1V 1E5,41,416-293-7326,Public Elementary School,Brimwood  Blvd. Jr. Public School,0,0,0,26,30,56,Y,313306,-79.27409287,43.8117085,17-Sep-18
1958,George Webster Jr Ymca,Non Profit Agency,2,CEDARCREST BLVD,,M4B 2N9,31,416-288-0997,Public Elementary School,George Webster Public School,0,0,16,26,30,72,Y,3111473,-79.29949377,43.70196453,17-Sep-18
3495,Northview Heights Early Learning Centre,Non Profit Agency,550,FINCH AVE W,,M2R 1N6,10,416-739-0987,Public High School,Northview Heights Secondary School,12,15,8,0,0,35,Y,515952,-79.44632478,43.77442921,17-Sep-18
3497,Scarborough Jr Ymca,Non Profit Agency,230,TOWN CENTRE CRT,,M1P 4Y7,38,416-296-9907,Community/Recreation Centre,Scarborough Ymca,10,30,24,0,0,64,Y,1370814,-79.25437452,43.77460663,17-Sep-18
3499,Blue Wave Child Care Centre,Non Profit Agency,50,DUNCAIRN RD,,M3B 1C8,25,416-445-0602,Public Elementary School,Norman Ingram Public School,10,20,24,20,0,74,Y,510159,-79.34960938,43.73996105,17-Sep-18
3507,Morrish Jr Ymca,Non Profit Agency,61,CANMORE BLVD,,M1C 3T7,44,416-724-1925,Public Elementary School,Morrish Public School,0,10,16,26,30,82,Y,20037846,-79.17927321,43.79319654,17-Sep-18
3508,Super Kids Day Care Centre,Commercial Agency,1149,WESTON RD,,M6N 3S3,11,416-767-3960,Place of Worship,Church Of The Good Shepherd,0,15,32,0,0,47,Y,8492345,-79.48867267,43.68684372,17-Sep-18
3513,Our Lady Of Peace School Age Program (Ymca),Non Profit Agency,70,MATTICE AVE,,M9B 1T6,5,647-281-4410,Catholic Elementary School,Our Lady Of Peace Catholic School,0,0,0,39,60,99,Y,9530460,-79.54108144,43.64652082,17-Sep-18
3537,Marguerite Butt Early Learning & Child Care Centre,Public (City Operated) Agency,3197,LAKE SHORE BLVD W,,M8V 3X5,6,416-392-4652,Other,Lakeshore Lodge Home For The Aged,10,20,32,0,0,62,Y,6735910,-79.51972103,43.59742858,17-Sep-18
3550,Lucy Maud Montgomery Jr Ymca,Non Profit Agency,95,MURISON BLVD,,M1B 2L6,42,416-287-7925,Public Elementary School,Lucy Maud Montgomery Public School,10,10,16,26,60,122,Y,366470,-79.20936891,43.79692541,17-Sep-18
3551,Norman Ingram School Age Ymca,Non Profit Agency,50,DUNCAIRN RD,,M3B 1C8,25,416-229-6324,Public Elementary School,Norman Ingram Public School,0,0,0,0,30,30,Y,510159,-79.34960938,43.73996105,17-Sep-18
3596,Metro Hall Early Learning & Child Care Centre,Public (City Operated) Agency,55,JOHN ST,STATION 1014,M5V 3C6,20,416-397-5171,Office Building,Metro Hall,10,20,32,0,0,62,Y,825934,-79.38893473,43.64616238,17-Sep-18
3629,The South Drive Children's Circle,Non Profit Agency,22,SOUTH DR,,M4W 1R1,27,416-963-9242,Public Elementary School,Rosedale Public School,0,0,22,40,52,114,Y,869568,-79.38168926,43.67766432,17-Sep-18
3670,Mothercraft:  Brookfield Place - 161 Bay Street,Non Profit Agency,10,FRONT ST W,,M5J 1C4,28,416-367-1758,Other,Brookfield Place,10,10,32,0,0,52,Y,8676875,-79.37725749,43.64694339,17-Sep-18
3701,Branson Pre-School Ltd.,Commercial Agency,4866,BATHURST ST,,M2R 1X4,10,416-635-6580,High Rise Apartment,,0,10,32,0,0,42,Y,487330,-79.4431816,43.77160152,17-Sep-18
3709,The Alderbuds Child Care Centre Of Etobicoke,Non Profit Agency,399,THE WEST MALL,,M9C 2Y2,3,416-394-8284,Office Building,Etobicoke City Hall,10,15,24,0,0,49,Y,3086204,-79.56545608,43.6437806,17-Sep-18
3712,Allenby Day Care,Non Profit Agency,391,ST CLEMENTS AVE,,M5N 1M2,16,416-487-7108,Public Elementary School,Allenby Public School,0,15,16,78,135,244,Y,873148,-79.41279098,43.70944423,17-Sep-18
3733,Treetop Children's Centre,Non Profit Agency,80,BRAEMAR AVE,,M5P 2L4,22,416-484-8702,Public Elementary School,Oriole Park Junior School,0,0,40,39,71,150,Y,7323683,-79.40969652,43.70258014,17-Sep-18
3736,John Wanless Child Care,Non Profit Agency,245,FAIRLAWN AVE,,M5M 1T2,16,416-488-8571,Public Elementary School,John Wanless Public School,0,0,8,78,128,214,Y,13503695,-79.4118029,43.72878733,17-Sep-18
3767,Unicorn Day Care Centre Toronto,Non Profit Agency,454,AVENUE RD,,M4V 2J1,22,416-929-6841,Public Elementary School,Brown Junior Public School,0,0,0,78,135,213,Y,7992855,-79.40131228,43.68491291,17-Sep-18
3774,Timothy Eaton Infant & Toddler Centre,Non Profit Agency,35,GLENDOWER CIRCT,,M1T 2Z3,39,416-490-0434,Public Elementary School,Highland Heights Jr. Public School,10,10,0,0,0,20,Y,4812502,-79.30026556,43.79442852,17-Sep-18
3792,Massey Centre Early Learning Centre,Non Profit Agency,1102,BROADVIEW AVE,,M4K 2S5,29,416-696-3347,Purpose Built,Massey Centre For Women,10,20,16,0,0,46,Y,18344,-79.35659326,43.68661771,17-Sep-18
3795,North Etobicoke Jr Ymca,Non Profit Agency,88,HUMBER COLLEGE BLVD,,M9V 5G3,1,416-744-4265,Low Rise Apartment,,20,20,32,0,0,72,Y,8127977,-79.59865393,43.73173485,17-Sep-18
3810,Isabella Walton Child Care (Scarborough) Inc.,Non Profit Agency,835,BIRCHMOUNT RD,,M1K 5K1,35,416-750-4598,High Rise Apartment,,10,10,32,0,0,52,Y,6727805,-79.27741451,43.7293378,17-Sep-18
3829,Queen Victoria Child Care Centre,Non Profit Agency,100,CLOSE AVE,,M6K 2V3,14,416-530-0683,Public Elementary School,Queen Victoria Junior School,0,15,24,78,90,207,Y,784384,-79.43473266,43.63625894,17-Sep-18
3875,Fleming Jr Ymca,Non Profit Agency,22,LITTLES RD,,M1B 5B5,42,416-287-8534,Public Elementary School,Fleming Public School,0,10,16,26,30,82,Y,4933051,-79.20344614,43.81599538,17-Sep-18
3880,Casa Del Zotto Children's Centre,Non Profit Agency,3010,DUFFERIN ST,,M6B 4J5,15,416-256-6191,High Rise Apartment,Casa Del Zotto,0,0,0,26,30,56,Y,9655347,-79.45499552,43.71187089,17-Sep-18
3884,Mothercraft:  Toronto Eaton Centre,Non Profit Agency,14,TRINITY SQ,,M5G 1B1,27,416-340-9651,Other,Marriott Hotel,10,10,32,0,0,52,Y,7762783,-79.38147634,43.65448664,17-Sep-18
3893,Antica Village Children's Day Care Centre (646508 Ontario Ltd),Commercial Agency,360,HULLMAR DR,,M3N 2X7,8,416-661-8666,Community/Recreation Centre,Antica Recreation Centre,0,0,32,0,15,47,Y,11267566,-79.52332414,43.77356355,17-Sep-18
3942,N.Y.A.D Scarborough Village,Non Profit Agency,15,LUELLA ST,,M1J 3P2,38,416-261-4815,Public Elementary School,Scarborough Village Public School,0,0,16,26,30,72,Y,13515947,-79.22207498,43.74412797,17-Sep-18
3952,Millvalley Child Care Centre,Commercial Agency,411,MILL RD,,M9C 1Y9,3,416-621-7553x10,Public Elementary School,Mill Valley,0,0,32,26,45,103,Y,7471919,-79.58697487,43.64419796,17-Sep-18
3957,Swansea Kids Place,Non Profit Agency,207,WINDERMERE AVE,,M6S 3J9,13,416-763-1908,Public Elementary School,Swansea Public School,0,0,0,78,120,198,Y,7635396,-79.4770883,43.64346596,17-Sep-18
3959,Sunflower House,Non Profit Agency,162,DUNN AVE,,M6K 2R6,14,416-530-0884,House,,10,10,24,0,0,44,Y,8168622,-79.4334034,43.63697589,17-Sep-18
3963,Le Petit Chaperon Rouge Etobicoke,Non Profit Agency,755,ROYAL YORK RD,,M8Y 2T3,5,416-236-4557,Catholic Elementary School(French),Ecole Sainte Marguerite D'Youville,0,10,20,39,70,139,Y,10142951,-79.50609133,43.63596628,17-Sep-18
3967,Lady Bug Day Care Centre,Commercial Agency,400,BURNHAMTHORPE RD,,M9B 2A8,5,416-626-1251,Place of Worship,St. James United Church,0,0,48,0,0,48,N,991023,-79.55627753,43.64669912,17-Sep-18
3970,Grace Church On-The-Hill Child Care Centre,Non Profit Agency,300,LONSDALE RD,,M4V 1X4,22,416-932-3502,Place of Worship,Grace Church On-The-Hill,20,42,30,0,0,92,Y,7273403,-79.40973233,43.68951554,17-Sep-18
3972,Network Child Care Services - Ossington Avenue North,Non Profit Agency,756,OSSINGTON AVE,,M6G 3T9,19,416-530-7766,Other,Italian Congress Building,0,15,24,0,0,39,Y,8417700,-79.42622132,43.66263264,17-Sep-18
3992,Our Lady Of Sorrows School Age Ymca,Non Profit Agency,32,MONTGOMERY RD,,M8X 1Z4,5,647-281-4410,Catholic Elementary School,Our Lady Of Sorrows Catholic School,0,0,0,39,105,144,Y,1019749,-79.51832832,43.6480231,17-Sep-18
4012,Kateri Kids Child Care Centre,Non Profit Agency,70,MARGARET AVE,,M2J 4C5,33,416-496-2965,Catholic Elementary School,Blessed Kateri Tekakwitha Separate School,0,0,16,0,30,46,Y,540372,-79.33805482,43.78582832,17-Sep-18
4028,Waterfront Montessori Childrens Centre,Non Profit Agency,18,WYANDOT AVE,,M5J 2M9,28,416-203-1017,Community/Recreation Centre,Algonquin Island Residents Association,0,0,24,0,0,24,Y,8237599,-79.36117339,43.6266017,17-Sep-18
4044,Mary Ward Child Care Centre,Non Profit Agency,3200,KENNEDY RD,,M1V 3S8,39,416-297-9660,Catholic High School,Mary Ward Separate School,10,15,24,0,0,49,Y,9467845,-79.30394329,43.81576204,17-Sep-18
4049,Rouge Valley Jr Ymca,Non Profit Agency,30,DURNFORD RD,,M1B 4X3,44,416-282-7253,Public Elementary School,Rouge Valley Public School,0,10,16,26,60,112,Y,9602601,-79.15129056,43.79939488,17-Sep-18
4074,St. Bede Child Care Centre,Non Profit Agency,521,SEWELLS RD,,M1B 5H3,42,416-724-7132,Catholic Elementary School,St. Bede's Separate School,0,0,32,0,30,62,Y,11272303,-79.20655089,43.81798752,17-Sep-18
4110,Whitney Child Centre,Non Profit Agency,119,ROSEDALE HEIGHTS DR,,M4T 1C7,27,416-481-0211,Public Elementary School,Whitney Public School,0,15,48,26,45,134,Y,861261,-79.3784005,43.68716893,17-Sep-18
4115,Churchill Chums School Age Child Care Centre,Non Profit Agency,188,CHURCHILL AVE,,M2N 1Z5,23,416-221-5923,Public Elementary School,Churchill Public School,10,20,32,52,75,189,Y,499519,-79.42703943,43.7707622,17-Sep-18
4144,Heath And Ferndale Child Care Program,Non Profit Agency,23,FERNDALE AVE,,M4T 2B4,22,416-961-9678,Public Elementary School,Deer Park Public School,0,15,24,52,75,166,Y,4070042,-79.39155962,43.68966054,17-Sep-18
4176,Denlow Community Child Care Centre,Non Profit Agency,50,DENLOW BLVD,,M3B 1P7,25,416-443-9394,Public Elementary School,Denlow Public School,0,0,20,13,30,63,Y,507023,-79.36423096,43.74584809,17-Sep-18
